interp_r,interp_d,interp_mp1,interp_mp2
13630,9.665648,13.93576,19.89066
13640,9.67178,13.94001,19.89364
13650,9.677911,13.94428,19.89663
13660,9.684042,13.94854,19.89962
13670,9.690174,13.95281,19.90261
13680,9.696307,13.95707,19.9056
13690,9.70244,13.96134,19.9086
13700,9.708574,13.96561,19.91159
13710,9.714708,13.96988,19.91459
13720,9.720843,13.97416,19.91759
13730,9.726979,13.97844,19.92059
13740,9.733115,13.98271,19.92359
13750,9.739252,13.98699,19.9266
13760,9.74539,13.99127,19.9296
13770,9.751528,13.99556,19.93261
13780,9.757666,13.99984,19.93562
13790,9.763805,14.00413,19.93863
13800,9.769945,14.00842,19.94164
13810,9.776086,14.01271,19.94466
13820,9.782227,14.017,19.94767
13830,9.788367,14.02129,19.95069
13840,9.794509,14.02559,19.95371
13850,9.800652,14.02989,19.95673
13860,9.806795,14.03419,19.95975
13870,9.812939,14.03849,19.96278
13880,9.819083,14.04279,19.96581
13890,9.825228,14.0471,19.96883
13900,9.831373,14.0514,19.97186
13910,9.837519,14.05571,19.9749
13920,9.843666,14.06002,19.97793
13930,9.849813,14.06433,19.98097
13940,9.855961,14.06865,19.984
13950,9.862108,14.07296,19.98704
13960,9.868258,14.07728,19.99008
13970,9.874407,14.0816,19.99312
13980,9.880556,14.08592,19.99617
13990,9.886707,14.09024,19.99921
14000,9.892858,14.09457,20.00226
14010,9.89901,14.09889,20.00531
14020,9.905162,14.10322,20.00836
14030,9.911314,14.10755,20.01141
14040,9.917467,14.11188,20.01447
14050,9.923621,14.11621,20.01752
14060,9.929775,14.12055,20.02058
14070,9.93593,14.12488,20.02364
14080,9.942086,14.12922,20.0267
14090,9.948241,14.13356,20.02976
14100,9.954398,14.1379,20.03283
14110,9.960555,14.14225,20.03589
14120,9.966713,14.14659,20.03896
14130,9.972871,14.15094,20.04203
14140,9.979029,14.15529,20.0451
14150,9.985188,14.15964,20.04817
14160,9.991347,14.16399,20.05125
14170,9.997507,14.16835,20.05432
14180,10.00367,14.1727,20.0574
14190,10.00983,14.17706,20.06048
14200,10.01599,14.18142,20.06356
14210,10.02215,14.18578,20.06664
14220,10.02832,14.19014,20.06973
14230,10.03448,14.19451,20.07282
14240,10.04064,14.19887,20.0759
14250,10.04681,14.20324,20.07899
14260,10.05297,14.20761,20.08209
14270,10.05914,14.21198,20.08518
14280,10.0653,14.21635,20.08828
14290,10.07147,14.22073,20.09137
14300,10.07764,14.2251,20.09447
14310,10.08381,14.22948,20.09757
14320,10.08997,14.23386,20.10067
14330,10.09614,14.23824,20.10378
14340,10.10231,14.24263,20.10688
14350,10.10848,14.24701,20.10999
14360,10.11465,14.2514,20.11309
14370,10.12082,14.25579,20.11621
14380,10.12699,14.26018,20.11932
14390,10.13317,14.26457,20.12243
14400,10.13934,14.26896,20.12554
14410,10.14551,14.27336,20.12866
14420,10.15168,14.27775,20.13178
14430,10.15786,14.28215,20.1349
14440,10.16403,14.28655,20.13802
14450,10.17021,14.29095,20.14115
14460,10.17638,14.29536,20.14427
14470,10.18256,14.29976,20.1474
14480,10.18873,14.30417,20.15053
14490,10.19491,14.30858,20.15366
14500,10.20109,14.31299,20.15679
14510,10.20726,14.3174,20.15992
14520,10.21344,14.32181,20.16306
14530,10.21962,14.32623,20.16619
14540,10.2258,14.33065,20.16933
14550,10.23198,14.33507,20.17247
14560,10.23816,14.33949,20.17561
14570,10.24434,14.34391,20.17876
14580,10.25052,14.34833,20.1819
14590,10.2567,14.35276,20.18505
14600,10.26289,14.35718,20.1882
14610,10.26907,14.36161,20.19135
14620,10.27525,14.36604,20.1945
14630,10.28144,14.37047,20.19765
14640,10.28762,14.37491,20.20081
14650,10.29381,14.37934,20.20397
14660,10.29999,14.38378,20.20713
14670,10.30618,14.38822,20.21029
14680,10.31236,14.39266,20.21345
14690,10.31855,14.3971,20.21661
14700,10.32474,14.40155,20.21978
14710,10.33092,14.40599,20.22294
14720,10.33711,14.41044,20.22611
14730,10.3433,14.41489,20.22928
14740,10.34949,14.41934,20.23245
14750,10.35568,14.42379,20.23563
14760,10.36187,14.42824,20.2388
14770,10.36806,14.4327,20.24198
14780,10.37425,14.43715,20.24516
14790,10.38044,14.44161,20.24834
14800,10.38663,14.44607,20.25152
14810,10.39283,14.45053,20.2547
14820,10.39902,14.455,20.25789
14830,10.40521,14.45946,20.26107
14840,10.41141,14.46393,20.26426
14850,10.4176,14.4684,20.26745
14860,10.42379,14.47287,20.27064
14870,10.42999,14.47734,20.27384
14880,10.43618,14.48181,20.27703
14890,10.44238,14.48629,20.28023
14900,10.44858,14.49076,20.28343
14910,10.45477,14.49524,20.28663
14920,10.46097,14.49972,20.28983
14930,10.46717,14.5042,20.29303
14940,10.47337,14.50868,20.29624
14950,10.47957,14.51317,20.29944
14960,10.48577,14.51766,20.30265
14970,10.49197,14.52214,20.30586
14980,10.49817,14.52663,20.30907
14990,10.50437,14.53112,20.31228
15000,10.51057,14.53561,20.3155
15010,10.51677,14.54011,20.31871
15020,10.52297,14.5446,20.32193
15030,10.52917,14.5491,20.32515
15040,10.53538,14.5536,20.32837
15050,10.54158,14.5581,20.3316
15060,10.54779,14.5626,20.33482
15070,10.55399,14.56711,20.33805
15080,10.56019,14.57161,20.34128
15090,10.5664,14.57612,20.34451
15100,10.57261,14.58063,20.34774
15110,10.57881,14.58514,20.35097
15120,10.58502,14.58965,20.3542
15130,10.59123,14.59416,20.35744
15140,10.59743,14.59868,20.36068
15150,10.60364,14.6032,20.36391
15160,10.60985,14.60771,20.36716
15170,10.61606,14.61223,20.3704
15180,10.62227,14.61675,20.37364
15190,10.62848,14.62127,20.37689
15200,10.63469,14.6258,20.38013
15210,10.6409,14.63033,20.38338
15220,10.64711,14.63485,20.38663
15230,10.65332,14.63938,20.38989
15240,10.65953,14.64391,20.39314
15250,10.66574,14.64845,20.39639
15260,10.67196,14.65298,20.39965
15270,10.67817,14.65751,20.40291
15280,10.68438,14.66205,20.40617
15290,10.6906,14.66659,20.40943
15300,10.69681,14.67113,20.41269
15310,10.70303,14.67567,20.41596
15320,10.70924,14.68021,20.41923
15330,10.71546,14.68476,20.42249
15340,10.72167,14.6893,20.42577
15350,10.72789,14.69385,20.42904
15360,10.73411,14.6984,20.43231
15370,10.74033,14.70295,20.43558
15380,10.74654,14.70751,20.43886
15390,10.75276,14.71206,20.44214
15400,10.75898,14.71661,20.44542
15410,10.7652,14.72117,20.4487
15420,10.77142,14.72573,20.45198
15430,10.77764,14.73029,20.45526
15440,10.78386,14.73485,20.45855
15450,10.79008,14.73942,20.46184
15460,10.7963,14.74398,20.46512
15470,10.80253,14.74855,20.46842
15480,10.80875,14.75311,20.47171
15490,10.81497,14.75768,20.475
15500,10.82119,14.76226,20.4783
15510,10.82742,14.76683,20.4816
15520,10.83364,14.7714,20.48489
15530,10.83986,14.77598,20.4882
15540,10.84609,14.78055,20.4915
15550,10.85231,14.78513,20.4948
15560,10.85854,14.78971,20.49811
15570,10.86477,14.79429,20.50141
15580,10.87099,14.79888,20.50472
15590,10.87722,14.80346,20.50803
15600,10.88345,14.80805,20.51134
15610,10.88967,14.81264,20.51465
15620,10.8959,14.81723,20.51797
15630,10.90213,14.82182,20.52128
15640,10.90836,14.82641,20.5246
15650,10.91459,14.831,20.52792
15660,10.92082,14.8356,20.53124
15670,10.92705,14.84019,20.53456
15680,10.93328,14.84479,20.53789
15690,10.93951,14.84939,20.54121
15700,10.94574,14.85399,20.54454
15710,10.95197,14.8586,20.54787
15720,10.9582,14.8632,20.5512
15730,10.96443,14.86781,20.55453
15740,10.97067,14.87241,20.55787
15750,10.9769,14.87702,20.5612
15760,10.98313,14.88163,20.56454
15770,10.98937,14.88624,20.56787
15780,10.9956,14.89086,20.57121
15790,11.00184,14.89547,20.57456
15800,11.00807,14.90009,20.5779
15810,11.01431,14.90471,20.58124
